m_id,year,date,match_no,team1,team2,city,venue,toss_winner,toss_decision,t1_p1,t1_p2,t1_p3,t1_p4,t1_p5,t1_p6,t1_p7,t1_p8,t1_p9,t1_p10,t1_p11,t2_p1,t2_p2,t2_p3,t2_p4,t2_p5,t2_p6,t2_p7,t2_p8,t2_p9,t2_p10,t2_p11,winner,win_runs,win_wicket
2009,62,2009-04-19,3rd match,Delhi Daredevils,Kings XI Punjab,Cape Town,Newlands,Delhi Daredevils,bowl,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,Daniel Vettori,Gautam Gambhir,AB de Villiers,Manoj Tiwary,Pradeep Sangwan,Dirk Nannes,Yo Mahesh,Aavishkar Salvi,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Vikram Singh,Piyush Chawla,Ravi Bopara,Yusuf Abdulla,Taruwar Kohli,Karan Goel,Vikramjeet Singh Malik,Delhi Daredevils,,10

2009,63,2009-04-19,4th match,Deccan Chargers,Kolkata Knight Riders,Cape Town,Newlands,Kolkata Knight Riders,bat,VVS Laxman,Adam Gilchrist,Scott Styris,Herschelle Gibbs,Fidel Edwards,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Harmeet Singh,Sourav Ganguly,Ajit Agarkar,Brendon McCullum,Chris Gayle,Aakash Chopra,Brad Hodge,Murali Kartik,Ishant Sharma,Moises Henriques,Ashok Dinda,Laxmi Shukla,Deccan Chargers,,8

2009,64,2009-04-20,5th match,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,St George's Park,Chennai Super Kings,bat,Rahul Dravid,Anil Kumble,Jacques Kallis,Kevin Pietersen,Dale Steyn,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Rajesh Bishnoi,Andrew Flintoff,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Chennai Super Kings,92,

2009,65,2009-04-21,6th match,Kings XI Punjab,Kolkata Knight Riders,Durban,Kingsmead,Kolkata Knight Riders,bowl,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Vikram Singh,Piyush Chawla,Ravi Bopara,Yusuf Abdulla,Taruwar Kohli,Karan Goel,Vikramjeet Singh Malik,Sourav Ganguly,Brendon McCullum,Chris Gayle,Aakash Chopra,Brad Hodge,Murali Kartik,Ishant Sharma,Moises Henriques,Ashok Dinda,Laxmi Shukla,Yashpal Singh,Kolkata Knight Riders,11,

2009,67,2009-04-22,8th match,Royal Challengers Bangalore,Deccan Chargers,Cape Town,Newlands,Deccan Chargers,bat,Rahul Dravid,Anil Kumble,Jacques Kallis,Kevin Pietersen,Dale Steyn,Robin Uthappa,Jesse Ryder,Praveen Kumar,Virat Kohli,Karn Sharma,Rajesh Bishnoi,VVS Laxman,Adam Gilchrist,Scott Styris,Herschelle Gibbs,Fidel Edwards,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Harmeet Singh,Deccan Chargers,24,

2009,68,2009-04-23,9th match,Chennai Super Kings,Delhi Daredevils,Durban,Kingsmead,Delhi Daredevils,bat,Andrew Flintoff,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,Daniel Vettori,Ashish Nehra,Gautam Gambhir,AB de Villiers,Manoj Tiwary,Pradeep Sangwan,Dirk Nannes,Aavishkar Salvi,Delhi Daredevils,9,

2009,69,2009-04-23,10th match,Kolkata Knight Riders,Rajasthan Royals,Cape Town,Newlands,Kolkata Knight Riders,bowl,Sourav Ganguly,Ajit Agarkar,Brendon McCullum,Chris Gayle,Brad Hodge,Ishant Sharma,Ajantha Mendis,Laxmi Shukla,Sanjay Bangar,Yashpal Singh,Anureet Singh,Shane Warne,Graeme Smith,Munaf Patel,Ravindra Jadeja,Dimitri Mascarenhas,Yusuf Pathan,Rob Quiney,Mahesh Rawat,Kamran Khan,Paul Valthaty,Abhishek Raut,False,False,False

2009,70,2009-04-24,11th match,Royal Challengers Bangalore,Kings XI Punjab,Durban,Kingsmead,Royal Challengers Bangalore,bat,Rahul Dravid,Anil Kumble,Jacques Kallis,Kevin Pietersen,Ross Taylor,Robin Uthappa,Jesse Ryder,Praveen Kumar,Virat Kohli,Vinay Kumar,Pankaj Singh,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Vikram Singh,Piyush Chawla,Ravi Bopara,Ranadeb Bose,Yusuf Abdulla,Karan Goel,Wilkin Mota,Kings XI Punjab,,7

2009,71,2009-04-25,12th match,Deccan Chargers,Mumbai Indians,Durban,Kingsmead,Deccan Chargers,bat,VVS Laxman,Adam Gilchrist,Herschelle Gibbs,Dwayne Smith,Fidel Edwards,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Harmeet Singh,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Jean-Paul Duminy,Dwayne Bravo,Shikhar Dhawan,Dhawal Kulkarni,Abhishek Nayar,Pinal Shah,Deccan Chargers,12,

2009,73,2009-04-26,14th match,Royal Challengers Bangalore,Delhi Daredevils,Port Elizabeth,St George's Park,Royal Challengers Bangalore,bat,Anil Kumble,Mark Boucher,Jacques Kallis,Kevin Pietersen,Ross Taylor,Robin Uthappa,Virat Kohli,Vinay Kumar,Balachandra Akhil,KP Appanna,Pankaj Singh,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,Daniel Vettori,Ashish Nehra,Gautam Gambhir,AB de Villiers,Mithun Manhas,Amit Mishra,Pradeep Sangwan,Dirk Nannes,Delhi Daredevils,,6

2009,74,2009-04-26,15th match,Kings XI Punjab,Rajasthan Royals,Cape Town,Newlands,Kings XI Punjab,bat,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Vikram Singh,Piyush Chawla,Ramesh Powar,Ravi Bopara,Yusuf Abdulla,Karan Goel,Wilkin Mota,Shane Warne,Graeme Smith,Munaf Patel,Ravindra Jadeja,Dimitri Mascarenhas,Yusuf Pathan,Swapnil Asnodkar,Rob Quiney,Mahesh Rawat,Kamran Khan,Abhishek Raut,Kings XI Punjab,27,

2009,75,2009-04-27,16th match,Chennai Super Kings,Deccan Chargers,Durban,Kingsmead,Deccan Chargers,bowl,Jacob Oram,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,VVS Laxman,Adam Gilchrist,Herschelle Gibbs,Dwayne Smith,Fidel Edwards,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Shoaib Ahmed,Azhar Bilakhia,Deccan Chargers,,6

2009,76,2009-04-27,17th match,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,St George's Park,Mumbai Indians,bat,Sourav Ganguly,Brendon McCullum,Chris Gayle,Brad Hodge,Ishant Sharma,Ajantha Mendis,Ashok Dinda,Laxmi Shukla,Yashpal Singh,Anureet Singh,Arindam Ghosh,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Jean-Paul Duminy,Dwayne Bravo,Shikhar Dhawan,Abhishek Nayar,Saurabh Tiwary,Pinal Shah,Mumbai Indians,92,

